transaction_id,spend_description,vendor,source_type,predicted_L1,predicted_L2,predicted_L3,predicted_L4,predicted_full_path,confidence,final_score,margin,decision_mode,actual_L1,actual_L2,actual_L3,actual_L4,actual_full_path,validation_status,reviewer_comment,final_ground_truth_L1,final_ground_truth_L2,final_ground_truth_L3,final_ground_truth_L4,final_full_path
136,"XPO Logistics – ambient 3PL warehousing, 40,000 sq ft, 12-month",XPO Logistics,Vendor invoice / PO,Logistics & Supply Chain,Warehousing & Storage,Third-Party Warehousing,Ambient Warehousing,Logistics & Supply Chain > Warehousing & Storage > Third-Party Warehousing > Ambient Warehousing,HIGH,0.5868,0.1204,HYBRID_RERANKING,Logistics & Supply Chain,Warehousing & Storage,Third-Party Warehousing,Ambient Warehousing,Logistics & Supply Chain > Warehousing & Storage > Third-Party Warehousing > Ambient Warehousing,APPROVED,Domain validation: confirmed Ambient Warehousing correctly matches spend description.,Logistics & Supply Chain,Warehousing & Storage,Third-Party Warehousing,Ambient Warehousing,Logistics & Supply Chain > Warehousing & Storage > Third-Party Warehousing > Ambient Warehousing
137,"Maersk – 40ft containers, Shanghai to Felixstowe, 8 shipments",Maersk,Vendor invoice / PO,Logistics & Supply Chain,Freight & Transport,Sea Freight,Container Shipping,Logistics & Supply Chain > Freight & Transport > Sea Freight > Container Shipping,LOW,0.2621,0.0335,HUMAN_REVIEW,Logistics & Supply Chain,Freight & Transport,Sea Freight,Container Shipping,Logistics & Supply Chain > Freight & Transport > Sea Freight > Container Shipping,APPROVED,Domain validation: confirmed Container Shipping correctly matches spend description.,Logistics & Supply Chain,Freight & Transport,Sea Freight,Container Shipping,Logistics & Supply Chain > Freight & Transport > Sea Freight > Container Shipping
138,"Evri – e-commerce returns, 15,000 units/month",Evri / Hermes,Vendor invoice / PO,Logistics & Supply Chain,Courier & Parcel,Returns,Returns Processing & Reverse Logistics,Logistics & Supply Chain > Courier & Parcel > Returns > Returns Processing & Reverse Logistics,MEDIUM,0.3018,0.0949,HYBRID_RERANKING,Logistics & Supply Chain,Courier & Parcel,Returns,Returns Processing & Reverse Logistics,Logistics & Supply Chain > Courier & Parcel > Returns > Returns Processing & Reverse Logistics,APPROVED,Domain validation: confirmed Returns Processing & Reverse Logistics correctly matches spend description.,Logistics & Supply Chain,Courier & Parcel,Returns,Returns Processing & Reverse Logistics,Logistics & Supply Chain > Courier & Parcel > Returns > Returns Processing & Reverse Logistics
139,"CitySprint – urgent clinical sample courier, 24/7, London hospitals",CitySprint,Vendor invoice / PO,Logistics & Supply Chain,Courier & Parcel,Express Courier,International Express Courier,Logistics & Supply Chain > Courier & Parcel > Express Courier > International Express Courier,MEDIUM,0.3,0.0311,HYBRID_RERANKING,Logistics & Supply Chain,Courier & Parcel,Express Courier,International Express Courier,Logistics & Supply Chain > Courier & Parcel > Express Courier > International Express Courier,APPROVED,Domain validation: confirmed International Express Courier correctly matches spend description.,Logistics & Supply Chain,Courier & Parcel,Express Courier,International Express Courier,Logistics & Supply Chain > Courier & Parcel > Express Courier > International Express Courier
140,"CHEP – pallet pooling, annual usage charge",CHEP,Vendor invoice / PO,Logistics & Supply Chain,Warehousing & Storage,Pallet & Unit Management,Pallet Pooling Services,Logistics & Supply Chain > Warehousing & Storage > Pallet & Unit Management > Pallet Pooling Services,HIGH,0.4963,0.3054,HYBRID_RERANKING,Logistics & Supply Chain,Warehousing & Storage,Pallet & Unit Management,Pallet Pooling Services,Logistics & Supply Chain > Warehousing & Storage > Pallet & Unit Management > Pallet Pooling Services,APPROVED,Domain validation: confirmed Pallet Pooling Services correctly matches spend description.,Logistics & Supply Chain,Warehousing & Storage,Pallet & Unit Management,Pallet Pooling Services,Logistics & Supply Chain > Warehousing & Storage > Pallet & Unit Management > Pallet Pooling Services
141,"BP fleet fuel card – diesel, HGV fleet, monthly reconciliation",BP Fleet,Vendor invoice / PO,Logistics & Supply Chain,Fleet Management,Fleet Operations,Fleet Fuel,Logistics & Supply Chain > Fleet Management > Fleet Operations > Fleet Fuel,HIGH,0.5648,0.1052,HYBRID_RERANKING,Logistics & Supply Chain,Fleet Management,Fleet Operations,Fleet Fuel,Logistics & Supply Chain > Fleet Management > Fleet Operations > Fleet Fuel,APPROVED,Domain validation: confirmed Fleet Fuel correctly matches spend description.,Logistics & Supply Chain,Fleet Management,Fleet Operations,Fleet Fuel,Logistics & Supply Chain > Fleet Management > Fleet Operations > Fleet Fuel
142,"Clipper Logistics – e-commerce returns processing, 20,000 units/month",Clipper Logistics,Vendor invoice / PO,Logistics & Supply Chain,Courier & Parcel,Returns,Returns Processing & Reverse Logistics,Logistics & Supply Chain > Courier & Parcel > Returns > Returns Processing & Reverse Logistics,HIGH,0.5267,0.1957,HYBRID_RERANKING,Logistics & Supply Chain,Courier & Parcel,Returns,Returns Processing & Reverse Logistics,Logistics & Supply Chain > Courier & Parcel > Returns > Returns Processing & Reverse Logistics,APPROVED,Domain validation: confirmed Returns Processing & Reverse Logistics correctly matches spend description.,Logistics & Supply Chain,Courier & Parcel,Returns,Returns Processing & Reverse Logistics,Logistics & Supply Chain > Courier & Parcel > Returns > Returns Processing & Reverse Logistics
143,"Lineage Logistics – chilled cold chain, 200 retail drops/week",Lineage Logistics,Service contract / PO,Logistics & Supply Chain,Courier & Parcel,Returns,Returns Processing & Reverse Logistics,Logistics & Supply Chain > Courier & Parcel > Returns > Returns Processing & Reverse Logistics,LOW,0.4186,0.0061,HUMAN_REVIEW,Logistics & Supply Chain,Warehousing & Storage,Third-Party Warehousing,Temperature-Controlled Warehousing,Logistics & Supply Chain > Warehousing & Storage > Third-Party Warehousing > Temperature-Controlled Warehousing,CORRECTED,"Lineage Logistics chilled cold chain retail distribution is Temperature-Controlled Warehousing, not returns processing.",Logistics & Supply Chain,Warehousing & Storage,Third-Party Warehousing,Temperature-Controlled Warehousing,Logistics & Supply Chain > Warehousing & Storage > Third-Party Warehousing > Temperature-Controlled Warehousing
144,"Kuehne+Nagel – inbound air freight, components from Vietnam",Kuehne+Nagel,Service contract / PO,Logistics & Supply Chain,Freight & Transport,Air Freight,Air Freight Services,Logistics & Supply Chain > Freight & Transport > Air Freight > Air Freight Services,MEDIUM,0.3843,0.1056,HYBRID_RERANKING,Logistics & Supply Chain,Freight & Transport,Air Freight,Air Freight Services,Logistics & Supply Chain > Freight & Transport > Air Freight > Air Freight Services,APPROVED,Domain validation: confirmed Air Freight Services correctly matches spend description.,Logistics & Supply Chain,Freight & Transport,Air Freight,Air Freight Services,Logistics & Supply Chain > Freight & Transport > Air Freight > Air Freight Services
145,"DB Schenker – EU/UK customs brokerage, post-Brexit",DB Schenker,Service contract / PO,Logistics & Supply Chain,Customs & Trade,Customs Brokerage,Import & Export Brokerage,Logistics & Supply Chain > Customs & Trade > Customs Brokerage > Import & Export Brokerage,MEDIUM,0.4449,0.0289,HYBRID_RERANKING,Logistics & Supply Chain,Customs & Trade,Customs Brokerage,Import & Export Brokerage,Logistics & Supply Chain > Customs & Trade > Customs Brokerage > Import & Export Brokerage,APPROVED,Domain validation: confirmed Import & Export Brokerage correctly matches spend description.,Logistics & Supply Chain,Customs & Trade,Customs Brokerage,Import & Export Brokerage,Logistics & Supply Chain > Customs & Trade > Customs Brokerage > Import & Export Brokerage
146,"Paragon FMD – route optimisation SaaS, annual licence",Paragon FMD,Service contract / PO,IT & Technology,Cloud & SaaS,IaaS,Cloud Compute,IT & Technology > Cloud & SaaS > IaaS > Cloud Compute,LOW,0.3126,0.0243,HUMAN_REVIEW,Logistics & Supply Chain,Fleet Management,Fleet Technology,Telematics & Route Planning,Logistics & Supply Chain > Fleet Management > Fleet Technology > Telematics & Route Planning,CORRECTED,"Paragon route optimisation software is Fleet Technology Telematics & Route Planning, not IaaS Cloud Compute.",Logistics & Supply Chain,Fleet Management,Fleet Technology,Telematics & Route Planning,Logistics & Supply Chain > Fleet Management > Fleet Technology > Telematics & Route Planning
147,"Toyota Material Handling – forklift fleet, 40-unit operating lease, 5yr",Toyota Material Handling,Service contract / PO,Logistics & Supply Chain,Fleet Management,Fleet Operations,Fleet Maintenance & Servicing,Logistics & Supply Chain > Fleet Management > Fleet Operations > Fleet Maintenance & Servicing,LOW,0.3131,0.0053,HUMAN_REVIEW,MRO & Engineering,Engineering Services,Equipment Hire,Plant & Heavy Equipment Hire,MRO & Engineering > Engineering Services > Equipment Hire > Plant & Heavy Equipment Hire,CORRECTED,"Toyota Material Handling 40-unit forklift fleet operating lease is Plant & Heavy Equipment Hire, not fleet servicing.",MRO & Engineering,Engineering Services,Equipment Hire,Plant & Heavy Equipment Hire,MRO & Engineering > Engineering Services > Equipment Hire > Plant & Heavy Equipment Hire
148,"Renault Trucks – HGV fleet servicing, 40 trucks, annual schedule",Renault Trucks,Service contract / PO,Logistics & Supply Chain,Fleet Management,Fleet Operations,Fleet Maintenance & Servicing,Logistics & Supply Chain > Fleet Management > Fleet Operations > Fleet Maintenance & Servicing,MEDIUM,0.4041,0.0485,HYBRID_RERANKING,Logistics & Supply Chain,Fleet Management,Fleet Operations,Fleet Maintenance & Servicing,Logistics & Supply Chain > Fleet Management > Fleet Operations > Fleet Maintenance & Servicing,APPROVED,Domain validation: confirmed Fleet Maintenance & Servicing correctly matches spend description.,Logistics & Supply Chain,Fleet Management,Fleet Operations,Fleet Maintenance & Servicing,Logistics & Supply Chain > Fleet Management > Fleet Operations > Fleet Maintenance & Servicing
149,"DFDS – port storage/demurrage charges, overstay 21 days",DFDS,Works order / Agreement,Non-Addressable,Intercompany,Intercompany Recharges,Internal Management Charges,Non-Addressable > Intercompany > Intercompany Recharges > Internal Management Charges,LOW,0.2139,0.0041,HUMAN_REVIEW,Logistics & Supply Chain,Freight & Transport,Sea Freight,Freight Forwarding,Logistics & Supply Chain > Freight & Transport > Sea Freight > Freight Forwarding,CORRECTED,"DFDS port demurrage and container storage overstay is Sea Freight / Freight Forwarding port costs, not intercompany charges.",Logistics & Supply Chain,Freight & Transport,Sea Freight,Freight Forwarding,Logistics & Supply Chain > Freight & Transport > Sea Freight > Freight Forwarding
151,"World Courier – pharmaceutical cold chain, 2–8°C, hospital to patient",World Courier,Works order / Agreement,Logistics & Supply Chain,Courier & Parcel,Express Courier,International Express Courier,Logistics & Supply Chain > Courier & Parcel > Express Courier > International Express Courier,MEDIUM,0.4333,0.0443,HYBRID_RERANKING,Logistics & Supply Chain,Courier & Parcel,Express Courier,International Express Courier,Logistics & Supply Chain > Courier & Parcel > Express Courier > International Express Courier,APPROVED,Domain validation: confirmed International Express Courier correctly matches spend description.,Logistics & Supply Chain,Courier & Parcel,Express Courier,International Express Courier,Logistics & Supply Chain > Courier & Parcel > Express Courier > International Express Courier
153,"Ceva Logistics – bonded warehousing, duty-suspended stock, 6 months",Ceva Logistics,Service contract / PO,Logistics & Supply Chain,Warehousing & Storage,Third-Party Warehousing,Bonded Warehousing,Logistics & Supply Chain > Warehousing & Storage > Third-Party Warehousing > Bonded Warehousing,HIGH,0.5347,0.1151,HYBRID_RERANKING,Logistics & Supply Chain,Warehousing & Storage,Third-Party Warehousing,Bonded Warehousing,Logistics & Supply Chain > Warehousing & Storage > Third-Party Warehousing > Bonded Warehousing,APPROVED,Domain validation: confirmed Bonded Warehousing correctly matches spend description.,Logistics & Supply Chain,Warehousing & Storage,Third-Party Warehousing,Bonded Warehousing,Logistics & Supply Chain > Warehousing & Storage > Third-Party Warehousing > Bonded Warehousing
154,"E.ON – electricity supply, 400 stores, monthly billing",E.ON,Vendor invoice / PO,Utilities & Energy,Energy Supply,Electricity,Grid Electricity Supply,Utilities & Energy > Energy Supply > Electricity > Grid Electricity Supply,HIGH,0.4494,0.0769,HYBRID_RERANKING,Utilities & Energy,Energy Supply,Electricity,Grid Electricity Supply,Utilities & Energy > Energy Supply > Electricity > Grid Electricity Supply,APPROVED,Domain validation: confirmed Grid Electricity Supply correctly matches spend description.,Utilities & Energy,Energy Supply,Electricity,Grid Electricity Supply,Utilities & Energy > Energy Supply > Electricity > Grid Electricity Supply
155,"Centrica – natural gas, 3 manufacturing sites, quarterly",Centrica,Vendor invoice / PO,Utilities & Energy,Energy Supply,Natural Gas,Gas Supply - Commercial,Utilities & Energy > Energy Supply > Natural Gas > Gas Supply - Commercial,HIGH,0.4717,0.0546,HYBRID_RERANKING,Utilities & Energy,Energy Supply,Natural Gas,Gas Supply - Commercial,Utilities & Energy > Energy Supply > Natural Gas > Gas Supply - Commercial,APPROVED,Domain validation: confirmed Gas Supply - Commercial correctly matches spend description.,Utilities & Energy,Energy Supply,Natural Gas,Gas Supply - Commercial,Utilities & Energy > Energy Supply > Natural Gas > Gas Supply - Commercial
156,"Thames Water – water and sewerage, hospital estate, quarterly",Thames Water,Vendor invoice / PO,Utilities & Energy,Energy Supply,Water,Water Supply & Sewerage,Utilities & Energy > Energy Supply > Water > Water Supply & Sewerage,HIGH,0.4801,0.1,HYBRID_RERANKING,Utilities & Energy,Energy Supply,Water,Water Supply & Sewerage,Utilities & Energy > Energy Supply > Water > Water Supply & Sewerage,APPROVED,Domain validation: confirmed Water Supply & Sewerage correctly matches spend description.,Utilities & Energy,Energy Supply,Water,Water Supply & Sewerage,Utilities & Energy > Energy Supply > Water > Water Supply & Sewerage
157,"Signify – LED lighting upgrade, factory, energy efficiency capex",Signify / Philips,Vendor invoice / PO,Utilities & Energy,Energy Efficiency & Renewables,Energy Efficiency,LED Lighting Upgrades,Utilities & Energy > Energy Efficiency & Renewables > Energy Efficiency > LED Lighting Upgrades,HIGH,0.5573,0.2179,HYBRID_RERANKING,Utilities & Energy,Energy Efficiency & Renewables,Energy Efficiency,LED Lighting Upgrades,Utilities & Energy > Energy Efficiency & Renewables > Energy Efficiency > LED Lighting Upgrades,APPROVED,Domain validation: confirmed LED Lighting Upgrades correctly matches spend description.,Utilities & Energy,Energy Efficiency & Renewables,Energy Efficiency,LED Lighting Upgrades,Utilities & Energy > Energy Efficiency & Renewables > Energy Efficiency > LED Lighting Upgrades
158,"TotalEnergies – gas supply, HQ and 3 DCs, annual fixed price",TotalEnergies,Vendor invoice / PO,Utilities & Energy,Energy Supply,Natural Gas,Gas Supply - Commercial,Utilities & Energy > Energy Supply > Natural Gas > Gas Supply - Commercial,HIGH,0.4591,0.0719,HYBRID_RERANKING,Utilities & Energy,Energy Supply,Natural Gas,Gas Supply - Commercial,Utilities & Energy > Energy Supply > Natural Gas > Gas Supply - Commercial,APPROVED,Domain validation: confirmed Gas Supply - Commercial correctly matches spend description.,Utilities & Energy,Energy Supply,Natural Gas,Gas Supply - Commercial,Utilities & Energy > Energy Supply > Natural Gas > Gas Supply - Commercial
159,"Inenco – energy broker, contract renegotiation fee",Inenco Group,Service contract / PO,Utilities & Energy,Energy Management,Energy Procurement,Energy Broker & Procurement Advisory,Utilities & Energy > Energy Management > Energy Procurement > Energy Broker & Procurement Advisory,HIGH,0.3747,0.1404,HYBRID_RERANKING,Utilities & Energy,Energy Management,Energy Procurement,Energy Broker & Procurement Advisory,Utilities & Energy > Energy Management > Energy Procurement > Energy Broker & Procurement Advisory,APPROVED,Domain validation: confirmed Energy Broker & Procurement Advisory correctly matches spend description.,Utilities & Energy,Energy Management,Energy Procurement,Energy Broker & Procurement Advisory,Utilities & Energy > Energy Management > Energy Procurement > Energy Broker & Procurement Advisory
160,"Verra – carbon offset credits, VCS-verified, 20,000 tonnes",Verra / Gold Standard,Service contract / PO,Utilities & Energy,Carbon & Environment,Carbon Offsetting,Verified Carbon Offsets (VCS/Gold Standard),Utilities & Energy > Carbon & Environment > Carbon Offsetting > Verified Carbon Offsets (VCS/Gold Standard),HIGH,0.5116,0.2261,HYBRID_RERANKING,Utilities & Energy,Carbon & Environment,Carbon Offsetting,Verified Carbon Offsets (VCS/Gold Standard),Utilities & Energy > Carbon & Environment > Carbon Offsetting > Verified Carbon Offsets (VCS/Gold Standard),APPROVED,Domain validation: confirmed Verified Carbon Offsets (VCS/Gold Standard) correctly matches spend description.,Utilities & Energy,Carbon & Environment,Carbon Offsetting,Verified Carbon Offsets (VCS/Gold Standard),Utilities & Energy > Carbon & Environment > Carbon Offsetting > Verified Carbon Offsets (VCS/Gold Standard)
161,"Pod Point – EV charging installation, 50 bays, 20 stores",Pod Point,Service contract / PO,Utilities & Energy,Carbon & Environment,EV Infrastructure,EV Charging Point Installation,Utilities & Energy > Carbon & Environment > EV Infrastructure > EV Charging Point Installation,HIGH,0.4633,0.1675,HYBRID_RERANKING,Utilities & Energy,Carbon & Environment,EV Infrastructure,EV Charging Point Installation,Utilities & Energy > Carbon & Environment > EV Infrastructure > EV Charging Point Installation,APPROVED,Domain validation: confirmed EV Charging Point Installation correctly matches spend description.,Utilities & Energy,Carbon & Environment,EV Infrastructure,EV Charging Point Installation,Utilities & Energy > Carbon & Environment > EV Infrastructure > EV Charging Point Installation
162,"Siemens Building Technologies – BMS upgrade, 30 stores",Siemens Building Tech.,Service contract / PO,Facilities & Property,Hard FM,Building Fabric,Roofing & Structural Repairs,Facilities & Property > Hard FM > Building Fabric > Roofing & Structural Repairs,MEDIUM,0.3492,0.0714,HYBRID_RERANKING,Utilities & Energy,Energy Efficiency & Renewables,Energy Efficiency,Building Energy Management Systems,Utilities & Energy > Energy Efficiency & Renewables > Energy Efficiency > Building Energy Management Systems,CORRECTED,"Siemens Building Technologies BMS upgrade across 30 stores is Building Energy Management Systems, not roofing repairs.",Utilities & Energy,Energy Efficiency & Renewables,Energy Efficiency,Building Energy Management Systems,Utilities & Energy > Energy Efficiency & Renewables > Energy Efficiency > Building Energy Management Systems
163,"Ofgem REGOs – renewable energy guarantees of origin, 100GWh annual",Ofgem / REGO issuer,Service contract / PO,Utilities & Energy,Carbon & Environment,Carbon Offsetting,Renewable Energy Certificates (REGO/GoO),Utilities & Energy > Carbon & Environment > Carbon Offsetting > Renewable Energy Certificates (REGO/GoO),HIGH,0.4019,0.103,HYBRID_RERANKING,Utilities & Energy,Carbon & Environment,Carbon Offsetting,Renewable Energy Certificates (REGO/GoO),Utilities & Energy > Carbon & Environment > Carbon Offsetting > Renewable Energy Certificates (REGO/GoO),APPROVED,Domain validation: confirmed Renewable Energy Certificates (REGO/GoO) correctly matches spend description.,Utilities & Energy,Carbon & Environment,Carbon Offsetting,Renewable Energy Certificates (REGO/GoO),Utilities & Energy > Carbon & Environment > Carbon Offsetting > Renewable Energy Certificates (REGO/GoO)
164,"Clarke Energy – CHP plant, 10yr operation & maintenance contract",Clarke Energy,Works order / Agreement,Utilities & Energy,Energy Efficiency & Renewables,Renewable Generation,Wind & CHP On-Site Generation,Utilities & Energy > Energy Efficiency & Renewables > Renewable Generation > Wind & CHP On-Site Generation,MEDIUM,0.3571,0.0295,HYBRID_RERANKING,Utilities & Energy,Energy Efficiency & Renewables,Renewable Generation,Wind & CHP On-Site Generation,Utilities & Energy > Energy Efficiency & Renewables > Renewable Generation > Wind & CHP On-Site Generation,APPROVED,Domain validation: confirmed Wind & CHP On-Site Generation correctly matches spend description.,Utilities & Energy,Energy Efficiency & Renewables,Renewable Generation,Wind & CHP On-Site Generation,Utilities & Energy > Energy Efficiency & Renewables > Renewable Generation > Wind & CHP On-Site Generation
165,"Ørsted – 15yr offshore wind PPA, fixed-price contract",Ørsted / DONG,Works order / Agreement,Utilities & Energy,Energy Management,Energy Procurement,Power Purchase Agreements (PPA),Utilities & Energy > Energy Management > Energy Procurement > Power Purchase Agreements (PPA),MEDIUM,0.2932,0.0478,HYBRID_RERANKING,Utilities & Energy,Energy Management,Energy Procurement,Power Purchase Agreements (PPA),Utilities & Energy > Energy Management > Energy Procurement > Power Purchase Agreements (PPA),APPROVED,Domain validation: confirmed Power Purchase Agreements (PPA) correctly matches spend description.,Utilities & Energy,Energy Management,Energy Procurement,Power Purchase Agreements (PPA),Utilities & Energy > Energy Management > Energy Procurement > Power Purchase Agreements (PPA)
166,"Air Products – liquid nitrogen, oxygen, argon, monthly supply",Air Products,Works order / Agreement,Logistics & Supply Chain,Freight & Transport,Air Freight,Air Freight Services,Logistics & Supply Chain > Freight & Transport > Air Freight > Air Freight Services,LOW,0.3378,0.0073,HUMAN_REVIEW,MRO & Engineering,MRO Consumables,Lubrication & Chemicals,Cleaning & Chemical Products,MRO & Engineering > MRO Consumables > Lubrication & Chemicals > Cleaning & Chemical Products,CORRECTED,"Air Products liquid nitrogen, oxygen, argon supply is industrial gases / chemicals, not Air Freight.",MRO & Engineering,MRO Consumables,Lubrication & Chemicals,Cleaning & Chemical Products,MRO & Engineering > MRO Consumables > Lubrication & Chemicals > Cleaning & Chemical Products
167,"Schneider Electric – energy-as-a-service, 10yr zero-capex contract",Schneider Electric,Programme agreement,Utilities & Energy,Energy Management,Energy Procurement,Energy Broker & Procurement Advisory,Utilities & Energy > Energy Management > Energy Procurement > Energy Broker & Procurement Advisory,LOW,0.2766,0.0056,HUMAN_REVIEW,Utilities & Energy,Energy Efficiency & Renewables,Energy Efficiency,Building Energy Management Systems,Utilities & Energy > Energy Efficiency & Renewables > Energy Efficiency > Building Energy Management Systems,CORRECTED,"Schneider Electric energy-as-a-service 10yr contract is Building Energy Management Systems, not energy broker.",Utilities & Energy,Energy Efficiency & Renewables,Energy Efficiency,Building Energy Management Systems,Utilities & Energy > Energy Efficiency & Renewables > Energy Efficiency > Building Energy Management Systems
168,"Fuchs Lubricants – industrial lubricants and hydraulic fluid, monthly",Fuchs Lubricants,Vendor invoice / PO,MRO & Engineering,MRO Consumables,Lubrication & Chemicals,Industrial Lubricants & Oils,MRO & Engineering > MRO Consumables > Lubrication & Chemicals > Industrial Lubricants & Oils,HIGH,0.4564,0.1542,HYBRID_RERANKING,MRO & Engineering,MRO Consumables,Lubrication & Chemicals,Industrial Lubricants & Oils,MRO & Engineering > MRO Consumables > Lubrication & Chemicals > Industrial Lubricants & Oils,APPROVED,Domain validation: confirmed Industrial Lubricants & Oils correctly matches spend description.,MRO & Engineering,MRO Consumables,Lubrication & Chemicals,Industrial Lubricants & Oils,MRO & Engineering > MRO Consumables > Lubrication & Chemicals > Industrial Lubricants & Oils
169,"RS Components – PPE, gloves, boots, helmets, high-vis, Q3 reorder",RS Components / 3M,Vendor invoice / PO,HR & Workforce,Workwear & PPE,PPE,"Safety PPE (Helmets, Gloves, Boots)","HR & Workforce > Workwear & PPE > PPE > Safety PPE (Helmets, Gloves, Boots)",HIGH,0.5344,0.1775,HYBRID_RERANKING,HR & Workforce,Workwear & PPE,PPE,"Safety PPE (Helmets, Gloves, Boots)","HR & Workforce > Workwear & PPE > PPE > Safety PPE (Helmets, Gloves, Boots)",APPROVED,"Domain validation: confirmed Safety PPE (Helmets, Gloves, Boots) correctly matches spend description.",HR & Workforce,Workwear & PPE,PPE,"Safety PPE (Helmets, Gloves, Boots)","HR & Workforce > Workwear & PPE > PPE > Safety PPE (Helmets, Gloves, Boots)"
170,"Atlas Copco – air compressor, 5yr preventive maintenance contract",Atlas Copco,Vendor invoice / PO,MRO & Engineering,"Maintenance, Repair & Overhaul",Mechanical Maintenance,Scheduled Preventive Maintenance,"MRO & Engineering > Maintenance, Repair & Overhaul > Mechanical Maintenance > Scheduled Preventive Maintenance",MEDIUM,0.308,0.0452,HYBRID_RERANKING,MRO & Engineering,"Maintenance, Repair & Overhaul",Mechanical Maintenance,Scheduled Preventive Maintenance,"MRO & Engineering > Maintenance, Repair & Overhaul > Mechanical Maintenance > Scheduled Preventive Maintenance",APPROVED,Domain validation: confirmed Scheduled Preventive Maintenance correctly matches spend description.,MRO & Engineering,"Maintenance, Repair & Overhaul",Mechanical Maintenance,Scheduled Preventive Maintenance,"MRO & Engineering > Maintenance, Repair & Overhaul > Mechanical Maintenance > Scheduled Preventive Maintenance"
171,"Fenner Drives – conveyor belt replacement, production line 3",Fenner Drives,Vendor invoice / PO,MRO & Engineering,Spare Parts & Components,Electrical Parts,Motors & Drives,MRO & Engineering > Spare Parts & Components > Electrical Parts > Motors & Drives,MEDIUM,0.3292,0.0578,HYBRID_RERANKING,MRO & Engineering,Spare Parts & Components,Mechanical Parts,"Belts, Chains & Couplings","MRO & Engineering > Spare Parts & Components > Mechanical Parts > Belts, Chains & Couplings",CORRECTED,"Fenner Drives conveyor belt replacement on production line is Belts, Chains & Couplings, not Motors & Drives.",MRO & Engineering,Spare Parts & Components,Mechanical Parts,"Belts, Chains & Couplings","MRO & Engineering > Spare Parts & Components > Mechanical Parts > Belts, Chains & Couplings"
172,"Foster Refrigeration – refrigeration PM, 200 cabinets, 80 stores",Foster Refrigeration,Vendor invoice / PO,Facilities & Property,Hard FM,Mechanical & Electrical,HVAC Maintenance,Facilities & Property > Hard FM > Mechanical & Electrical > HVAC Maintenance,LOW,0.2365,0.0175,HUMAN_REVIEW,Facilities & Property,Hard FM,Mechanical & Electrical,HVAC Maintenance,Facilities & Property > Hard FM > Mechanical & Electrical > HVAC Maintenance,APPROVED,Foster Refrigeration commercial refrigeration preventive maintenance is HVAC/refrigeration maintenance.,Facilities & Property,Hard FM,Mechanical & Electrical,HVAC Maintenance,Facilities & Property > Hard FM > Mechanical & Electrical > HVAC Maintenance
173,"Condition monitoring firm – thermographic survey, electrical switchgear",Condition monitoring specialist,Service contract / PO,MRO & Engineering,"Maintenance, Repair & Overhaul",Instrumentation,Condition Monitoring,"MRO & Engineering > Maintenance, Repair & Overhaul > Instrumentation > Condition Monitoring",HIGH,0.4319,0.1197,HYBRID_RERANKING,MRO & Engineering,"Maintenance, Repair & Overhaul",Instrumentation,Condition Monitoring,"MRO & Engineering > Maintenance, Repair & Overhaul > Instrumentation > Condition Monitoring",APPROVED,Domain validation: confirmed Condition Monitoring correctly matches spend description.,MRO & Engineering,"Maintenance, Repair & Overhaul",Instrumentation,Condition Monitoring,"MRO & Engineering > Maintenance, Repair & Overhaul > Instrumentation > Condition Monitoring"
174,"Triathlon Battery – fork truck battery packs, 8-unit replacement",Triathlon Battery Systems,Service contract / PO,Logistics & Supply Chain,Warehousing & Storage,Pallet & Unit Management,Pallet Pooling Services,Logistics & Supply Chain > Warehousing & Storage > Pallet & Unit Management > Pallet Pooling Services,LOW,0.221,0.0314,HUMAN_REVIEW,MRO & Engineering,Spare Parts & Components,Electrical Parts,Electrical Components & Fuses,MRO & Engineering > Spare Parts & Components > Electrical Parts > Electrical Components & Fuses,CORRECTED,"Triathlon Battery forklift battery packs 8-unit replacement is electrical parts/components, not pallet pooling.",MRO & Engineering,Spare Parts & Components,Electrical Parts,Electrical Components & Fuses,MRO & Engineering > Spare Parts & Components > Electrical Parts > Electrical Components & Fuses
175,"Trescal – instrument calibration, 1,200 instruments, annual",Trescal,Service contract / PO,MRO & Engineering,"Maintenance, Repair & Overhaul",Instrumentation,Calibration & Metrology Services,"MRO & Engineering > Maintenance, Repair & Overhaul > Instrumentation > Calibration & Metrology Services",LOW,0.2383,0.0598,HUMAN_REVIEW,MRO & Engineering,"Maintenance, Repair & Overhaul",Instrumentation,Calibration & Metrology Services,"MRO & Engineering > Maintenance, Repair & Overhaul > Instrumentation > Calibration & Metrology Services",APPROVED,Domain validation: confirmed Calibration & Metrology Services correctly matches spend description.,MRO & Engineering,"Maintenance, Repair & Overhaul",Instrumentation,Calibration & Metrology Services,"MRO & Engineering > Maintenance, Repair & Overhaul > Instrumentation > Calibration & Metrology Services"
